python,date,length,reputation,vote,view,answer,accept,question,vote_neg,noanswer,top50,top75,top10,length_trunc,chatgpt,vote_mean,answer_mean,view_mean,vote_neg_mean,noanswer_mean,top10_p,top50_p,top75_p,accept_mean,length_mean,length_trunc_mean,week
0,2022-10-17,1849207,824811,580,100629,1016,461,1048,24,328,626,369,140,1679891.0999999996,0,0.5534351145038168,0.9694656488549618,96.02003816793894,0.022900763358778626,0.31297709923664124,0.13358778625954199,0.5973282442748091,0.3520992366412214,0.4398854961832061,1764.5104961832062,1602.949522900763,1
0,2022-10-24,1927995,1049581,708,111478,1070,489,1053,23,316,632,372,135,1681737.5999999996,0,0.6723646723646723,1.0161443494776827,105.86704653371321,0.02184235517568851,0.30009496676163344,0.1282051282051282,0.6001899335232669,0.35327635327635326,0.46438746438746437,1830.954415954416,1597.0917378917375,2
0,2022-10-31,1750357,1174729,640,106151,991,412,1015,14,319,561,325,116,1617224.8499999996,0,0.6305418719211823,0.9763546798029556,104.58226600985222,0.013793103448275862,0.3142857142857143,0.11428571428571428,0.5527093596059113,0.32019704433497537,0.4059113300492611,1724.489655172414,1593.3249753694577,3
0,2022-11-07,1996919,1127132,456,97980,964,413,1030,28,335,563,312,107,1662558.9499999995,0,0.44271844660194176,0.9359223300970874,95.12621359223301,0.027184466019417475,0.32524271844660196,0.10388349514563107,0.5466019417475728,0.3029126213592233,0.4009708737864078,1938.7563106796117,1614.1349029126209,4
0,2022-11-14,2184096,1102532,563,128248,1156,485,1132,29,324,693,391,157,1869615.4499999995,0,0.49734982332155475,1.0212014134275618,113.29328621908127,0.02561837455830389,0.2862190812720848,0.13869257950530034,0.6121908127208481,0.3454063604240283,0.4284452296819788,1929.4134275618374,1651.6037544169608,5
0,2022-11-21,1917617,1450831,542,101201,1054,436,1060,38,333,623,368,133,1722963.6999999997,0,0.5113207547169811,0.9943396226415094,95.47264150943396,0.035849056603773584,0.3141509433962264,0.12547169811320755,0.5877358490566038,0.3471698113207547,0.41132075471698115,1809.0726415094339,1625.4374528301885,6
0,2022-11-28,1852882,1244049,493,99286,1010,454,964,33,272,569,333,123,1602640.0999999996,0,0.5114107883817427,1.0477178423236515,102.99377593360995,0.03423236514522822,0.2821576763485477,0.1275933609958506,0.5902489626556017,0.3454356846473029,0.470954356846473,1922.0767634854772,1662.489730290456,7
0,2022-12-05,2091295,816345,469,98940,1004,439,1037,26,332,592,329,116,1773263.4499999995,1,0.4522661523625844,0.9681774349083896,95.40983606557377,0.02507232401157184,0.3201542912246866,0.11186113789778207,0.570877531340405,0.3172613307618129,0.42333654773384766,2016.6779170684667,1709.9936837029888,8
0,2022-12-12,1982300,918931,534,97979,939,416,968,29,278,584,371,150,1698981.7499999995,1,0.5516528925619835,0.9700413223140496,101.21797520661157,0.029958677685950414,0.2871900826446281,0.15495867768595042,0.6033057851239669,0.38326446280991733,0.4297520661157025,2047.8305785123966,1755.1464359504128,9
0,2022-12-19,1811450,800638,488,87121,930,405,914,32,256,549,316,117,1541886.2499999995,1,0.5339168490153173,1.0175054704595186,95.31838074398249,0.0350109409190372,0.2800875273522976,0.12800875273522977,0.600656455142232,0.34573304157549234,0.4431072210065646,1981.8927789934355,1686.9652625820563,10
0,2022-12-26,1570062,793504,429,74638,707,315,667,16,175,424,257,110,1207438.4499999995,1,0.6431784107946027,1.0599700149925038,111.90104947526237,0.0239880059970015,0.2623688155922039,0.16491754122938532,0.6356821589205397,0.3853073463268366,0.47226386806596704,2353.9160419790105,1810.2525487256364,11
0,2023-01-02,1257349,577118,370,55666,643,280,588,15,153,377,219,83,1094004.1499999997,1,0.6292517006802721,1.0935374149659864,94.67006802721089,0.025510204081632654,0.2602040816326531,0.141156462585034,0.641156462585034,0.37244897959183676,0.47619047619047616,2138.348639455782,1860.5512755102036,12
0,2023-01-09,1581980,1001711,508,76757,801,381,805,26,234,523,317,134,1443676.8499999996,1,0.631055900621118,0.9950310559006211,95.35031055900622,0.03229813664596273,0.2906832298136646,0.16645962732919253,0.6496894409937888,0.3937888198757764,0.47329192546583854,1965.192546583851,1793.3873913043474,13
0,2023-01-16,1782869,1026752,524,82409,812,393,828,21,252,521,314,127,1481417.6499999997,1,0.6328502415458938,0.9806763285024155,99.52777777777777,0.025362318840579712,0.30434782608695654,0.15338164251207728,0.6292270531400966,0.37922705314009664,0.4746376811594203,2153.223429951691,1789.1517512077291,14
0,2023-01-23,1920928,1016389,428,77833,908,416,844,23,231,530,330,135,1557129.8499999994,1,0.5071090047393365,1.0758293838862558,92.2191943127962,0.027251184834123223,0.273696682464455,0.15995260663507108,0.6279620853080569,0.3909952606635071,0.4928909952606635,2275.9810426540284,1844.9405805687197,15
0,2023-01-30,1960228,1428186,378,77093,942,411,942,37,283,569,340,135,1693165.5499999993,1,0.4012738853503185,1.0,81.83970276008493,0.03927813163481953,0.30042462845010615,0.14331210191082802,0.6040339702760085,0.3609341825902335,0.43630573248407645,2080.9214437367305,1797.415658174097,16
0,2023-02-06,2120812,979220,460,84094,983,428,1006,22,319,603,356,128,1766084.5499999993,1,0.4572564612326044,0.9771371769383698,83.59244532803181,0.02186878727634195,0.31709741550695825,0.1272365805168986,0.5994035785288271,0.3538767395626243,0.4254473161033797,2108.1630218687874,1755.551242544731,17
0,2023-02-13,1886311,664748,339,72114,862,365,900,35,294,508,288,122,1586152.8499999994,1,0.37666666666666665,0.9577777777777777,80.12666666666667,0.03888888888888889,0.32666666666666666,0.13555555555555557,0.5644444444444444,0.32,0.40555555555555556,2095.9011111111113,1762.3920555555549,18
0,2023-02-20,2183568,964694,550,76973,959,423,970,25,304,568,332,124,1778457.3499999994,1,0.5670103092783505,0.988659793814433,79.35360824742268,0.02577319587628866,0.3134020618556701,0.12783505154639174,0.5855670103092784,0.3422680412371134,0.43608247422680413,2251.101030927835,1833.4611855670096,19
0,2023-02-27,1977898,919878,395,70909,936,424,955,37,298,557,294,102,1658133.2499999995,1,0.41361256544502617,0.9801047120418848,74.25026178010471,0.0387434554973822,0.31204188481675393,0.1068062827225131,0.5832460732984294,0.3078534031413613,0.44397905759162304,2071.097382198953,1736.2651832460729,20
0,2023-03-06,1880394,896697,376,73808,880,374,886,17,279,539,302,126,1611429.0499999996,1,0.42437923250564336,0.9932279909706546,83.30474040632055,0.019187358916478554,0.3148984198645598,0.14221218961625282,0.608352144469526,0.34085778781038373,0.4221218961625282,2122.3408577878104,1818.7686794582387,21
0,2023-03-13,1867876,894518,396,66829,962,389,908,24,273,523,303,104,1620125.4999999995,1,0.43612334801762115,1.0594713656387664,73.60022026431719,0.02643171806167401,0.30066079295154186,0.1145374449339207,0.5759911894273128,0.33370044052863435,0.42841409691629956,2057.1321585903083,1784.279185022026,22
1,2022-10-17,8784709,4005321,963,1111772,5076,1894,5113,557,1598,2401,1131,449,7899214.999999998,0,0.1883434382945433,0.9927635439076863,217.44025034226482,0.10893800117347936,0.3125366712301975,0.0878153725796988,0.46958732642284373,0.2212008605515353,0.37042831996870723,1718.1124584392724,1544.9276354390765,1
1,2022-10-24,8687863,3967851,933,918176,5099,1895,5107,513,1556,2396,1089,447,7834882.999999998,0,0.18269042490699042,0.9984335226160173,179.78774231447034,0.10045036224789504,0.3046798511846485,0.0875269238300372,0.46915997650283925,0.2132367338946544,0.37105933033091837,1701.167613080086,1534.145878206383,2
1,2022-10-31,8896015,3880925,827,1124677,4799,1710,4999,594,1618,2295,1066,424,7955073.499999998,0,0.16543308661732348,0.95999199839968,224.98039607921584,0.11882376475295059,0.3236647329465893,0.08481696339267854,0.45909181836367274,0.21324264852970595,0.34206841368273655,1779.5589117823565,1591.3329665933184,3
1,2022-11-07,8943453,3923268,1006,1185755,4880,1766,5236,547,1729,2359,1098,452,8248867.499999998,0,0.19213139801375095,0.932009167303285,226.46199388846446,0.10446906035141329,0.3302139037433155,0.08632543926661573,0.4505347593582888,0.20970206264323912,0.3372803666921314,1708.0697097020627,1575.4139610389607,4
1,2022-11-14,8839357,3499336,844,1106217,4838,1735,5160,582,1694,2294,1069,433,8005252.749999998,0,0.1635658914728682,0.9375968992248062,214.38313953488372,0.1127906976744186,0.32829457364341086,0.08391472868217054,0.4445736434108527,0.20717054263565893,0.33624031007751937,1713.0536821705427,1551.405571705426,5
1,2022-11-21,9383974,3785484,780,994444,4837,1727,5331,542,1786,2354,1140,473,8461959.649999999,0,0.14631401238041644,0.9073344588257363,186.5398611892703,0.10166948039767398,0.33502157193772275,0.08872631776402176,0.44156818608141063,0.21384355655599324,0.32395422997561435,1760.2652410429564,1587.311883323954,6
1,2022-11-28,8844845,3457109,772,915086,4514,1657,4984,538,1713,2198,1034,413,8010496.449999998,0,0.1548956661316212,0.9056982343499197,183.60473515248796,0.1079454253611557,0.34369983948635635,0.08286516853932584,0.4410112359550562,0.20746388443017658,0.33246388443017655,1774.6478731942216,1607.2424658908503,7
1,2022-12-05,9606102,3358721,704,962796,4516,1729,5241,541,1890,2320,1144,449,8615864.949999997,1,0.13432551039877885,0.8616676206830758,183.70463651974814,0.10322457546269796,0.3606182026330853,0.08567067353558482,0.4426636138141576,0.21827895439801565,0.3298988742606373,1832.8757870635375,1643.9353081472996,8
1,2022-12-12,8591823,2975128,959,888597,4482,1614,4914,485,1683,2216,1036,408,7806616.1499999985,1,0.19515669515669515,0.9120879120879121,180.82967032967034,0.0986975986975987,0.3424908424908425,0.08302808302808302,0.450956450956451,0.21082621082621084,0.32844932844932845,1748.437728937729,1588.6479751729748,9
1,2022-12-19,8029266,3392679,1016,1103276,4056,1520,4419,479,1466,2058,995,426,7227883.299999998,1,0.2299162706494682,0.9178547182620502,249.66644037112468,0.10839556460737723,0.33174926453948855,0.09640190088255261,0.4657162253903598,0.22516406426793392,0.343969223806291,1816.9871011541072,1635.6377687259555,10
1,2022-12-26,6545324,2953583,939,810456,3313,1248,3625,355,1213,1640,861,349,5951456.849999999,1,0.2590344827586207,0.9139310344827586,223.57406896551723,0.09793103448275862,0.3346206896551724,0.09627586206896552,0.45241379310344826,0.23751724137931035,0.34427586206896554,1805.606620689655,1641.7811999999997,11
1,2023-01-02,6461013,2319368,845,806076,3423,1230,3469,408,1070,1597,791,337,5822034.749999998,1,0.24358604785240703,0.986739694436437,232.36552320553474,0.11761314499855867,0.3084462381089651,0.09714615162871144,0.4603632170654367,0.2280196021908331,0.3545690400691842,1862.500144133756,1678.303473623522,12
1,2023-01-09,7900445,2744397,756,626088,3774,1427,4152,429,1412,1837,902,360,6950496.849999998,1,0.18208092485549132,0.9089595375722543,150.79190751445086,0.10332369942196531,0.3400770712909441,0.08670520231213873,0.4424373795761079,0.2172447013487476,0.3436897880539499,1902.8046724470134,1674.0117654142578,13
1,2023-01-16,7409862,3102802,1000,772566,3687,1363,4100,391,1447,2026,1030,419,6722365.749999998,1,0.24390243902439024,0.8992682926829269,188.43073170731708,0.09536585365853659,0.35292682926829266,0.1021951219512195,0.49414634146341463,0.25121951219512195,0.3324390243902439,1807.2834146341463,1639.601402439024,14
1,2023-01-23,7556869,3421297,794,691350,3707,1352,4078,425,1388,1987,1008,407,6835155.199999998,1,0.19470328592447278,0.9090240313879353,169.53163315350662,0.10421775380088279,0.3403629230014713,0.09980382540461011,0.4872486512996567,0.24717999019127024,0.3315350662089259,1853.0821481118196,1676.1047572339378,15
1,2023-01-30,7431001,3856795,878,701182,3596,1329,3926,390,1329,1908,903,366,6689829.549999998,1,0.22363728986245543,0.9159449821701477,178.5995924605196,0.09933774834437085,0.33851248089658686,0.09322465613856343,0.4859908303616913,0.23000509424350485,0.33851248089658686,1892.766428935303,1703.9810366785528,16
1,2023-02-06,7547441,3371011,922,783124,3794,1438,4053,423,1348,1984,1040,419,6868743.849999999,1,0.22748581297804096,0.9360967184801382,193.2208240809277,0.10436713545521836,0.33259314088329633,0.10338021218850234,0.48951394029114237,0.2566000493461633,0.35479891438440664,1862.1862817665926,1694.7307796693804,17
1,2023-02-13,7698727,2934164,749,674345,3511,1341,4056,404,1447,1949,1045,398,6923268.999999998,1,0.1846646942800789,0.8656311637080868,166.2586291913215,0.09960552268244575,0.3567554240631164,0.09812623274161736,0.48052268244575935,0.2576429980276134,0.3306213017751479,1898.1082347140039,1706.9203648915184,18
